arm,bats,birthdate,cb,ch,cl,control,cu,delivery,durability,endurance,ethnicity,fa,facial_hair,fb,first_name,gf,hair_color,height,hitter_archetype,hm,hold_runner,injured,injury_description,is_pitcher,kn,last_name,mo,movement,other_positions,ph,pitcher_archetype,pl,player_id,pot_arm,pot_cb,pot_ch,pot_control,pot_cu,pot_endurance,pot_fa,pot_fb,pot_fielding,pot_gf,pot_hold_runner,pot_kn,pot_movement,pot_ph,pot_sc,pot_si,pot_sl,pot_sp,preferred_pitching_role,primary_position,return_date,role,sc,si,skin_tone,sl,sp,throws,vl,weight
75,R,2001-07-22,27,,54,69,0,overhand,54,84,Anglo,42,goatee,42,Lynwood,51,black,77,,47,71,0,0,True,0,Rowman,52,84,[],,balanced_starter,57,P8596,83,39,,82,0,93,57,47,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,77,0,93,,0,99,95,,,P,0,SP,0,92,light,88,,R,61,198
75,R,1995-03-09,72,,51,70,62,overhand,55,53,African,64,goatee,81,Cedric,46,brown,78,,52,60,0,0,True,0,Green,45,68,[],,middle_relief,44,P7039,77,76,,71,67,56,59,86,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,65,0,69,,0,0,63,,,P,0,RP,0,0,dark,67,,R,51,238
78,R,1988-11-27,89,,52,75,0,overhand,48,76,Anglo,48,mustache,62,Jonathon,55,brown,75,,56,64,0,0,True,0,Rashed,51,76,[],,balanced_starter,43,P5565,78,79,,74,0,70,40,60,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,64,0,75,,0,0,0,,,P,0,SP,0,0,light,0,,R,48,193
66,S,1997-03-07,0,,48,66,56,overhand,54,54,Anglo,53,goatee,70,Bo,49,brown,73,,51,63,0,0,True,0,Jackiewicz,48,70,[],,middle_relief,67,P4215,63,0,,71,58,55,51,70,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,66,0,75,,54,20,68,,,P,0,RP,58,20,light,69,,L,57,202
80,L,1993-02-13,64,,48,63,61,sidearm,54,55,Anglo,58,mustache,89,Jody,47,black,76,,47,68,0,0,True,0,Issler,50,67,[],,middle_relief,47,P3735,80,56,,55,59,52,48,88,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,63,0,66,,0,78,51,,,P,0,RP,0,85,medium,52,,L,62,214
95,L,1998-03-27,0,,65,61,0,sidearm,60,42,Asian,60,clean_shaven,85,Sung,55,black,77,,49,74,0,0,True,0,Tran,51,92,[],,closer,62,P9786,99,0,,73,0,54,70,69,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,86,0,99,,0,0,56,,CL,P,0,RP,0,60,light,86,,L,61,226
97,S,1999-08-07,71,,65,57,71,overhand,62,41,Hispanic,60,clean_shaven,85,Fernando,55,black,72,,46,63,0,0,True,0,Lopez,52,75,[],,closer,59,P8881,99,79,,66,80,49,72,49,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,75,0,86,,0,27,28,,CL,P,0,RP,0,60,light,80,,L,55,241
86,S,1995-09-23,86,,49,67,93,overhand,53,76,Anglo,56,mustache,83,Fletcher,55,brown,75,,47,57,0,0,True,0,Hofbauer,47,72,[],,power_starter,53,P1505,82,89,,67,90,81,57,83,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,57,0,68,,0,93,0,,,P,0,SP,0,90,light,0,,R,52,197
68,S,2003-05-03,82,,48,65,0,overhand,65,82,Hispanic,52,clean_shaven,92,Alejandro,54,black,69,,49,68,0,0,True,89,Perez,54,77,[],,balanced_starter,50,P3907,77,94,,70,0,93,57,99,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,82,99,90,,0,0,37,,,P,0,SP,0,0,dark,26,,R,51,232
63,R,1994-07-19,91,,50,76,0,overhand,64,53,African,58,clean_shaven,86,Xavier,52,black,77,,54,63,0,0,True,0,Robinson,48,65,[],,long_relief,53,P4417,59,87,,72,0,58,57,85,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,64,0,70,,0,0,0,,LR,P,0,RP,0,0,medium,0,,R,48,182
66,L,2000-10-07,60,,44,62,37,overhand,60,73,Hispanic,59,mustache,98,Fernando,55,black,72,,48,73,0,0,True,0,Vargas,52,72,[],,long_relief,45,P1907,77,70,,70,46,78,66,99,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,82,0,84,,0,0,0,,LR,P,0,RP,0,0,dark,0,,R,42,221
72,L,2000-05-24,37,,49,65,0,overhand,60,55,Hispanic,55,clean_shaven,45,Raul,46,brown,76,,47,49,0,0,True,0,Gonzalez,49,63,[],,middle_relief,51,P3200,80,44,,78,0,70,70,56,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,56,0,76,,0,0,0,,,P,0,RP,0,0,dark,0,,L,45,249
81,L,1996-06-29,0,,52,61,0,sidearm,65,78,Hispanic,52,clean_shaven,47,Manuel,44,blonde,75,,54,67,0,0,True,0,Gomez,47,70,[],,balanced_starter,46,P8917,80,0,,56,0,79,57,44,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,64,0,75,,0,79,21,,,P,0,SP,0,74,dark,25,,L,60,216
65,L,1997-11-29,0,,50,79,0,overhand,58,77,Hispanic,53,beard,97,Antonio,47,blonde,70,,51,76,0,0,True,0,Sanchez,56,76,[],,finesse_starter,53,P7074,73,0,,94,0,82,61,99,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,81,0,84,,0,0,58,,,P,0,SP,0,0,light,48,,L,51,216
76,L,1999-08-03,44,,47,71,55,overhand,65,75,Anglo,55,beard,92,Ramiro,48,brown,71,,47,64,0,0,True,0,Westbury,53,88,[],,balanced_starter,54,P8099,88,56,,77,63,85,70,99,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,72,0,93,,88,82,0,,,P,0,SP,73,68,light,0,,L,55,213
77,R,2002-03-06,74,,47,60,50,sidearm,66,74,African,49,clean_shaven,72,Darnell,44,brown,73,,54,69,0,0,True,0,Harris,48,78,[],,power_starter,62,P8173,88,85,,66,60,83,59,86,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,78,0,85,,0,85,0,,,P,0,SP,0,78,dark,0,,R,46,175
64,R,2000-08-30,62,,47,72,0,overhand,70,75,Hispanic,54,clean_shaven,61,Ricardo,44,black,72,,50,64,0,0,True,0,Mendoza,49,80,[],,finesse_starter,62,P9561,70,70,,79,0,90,65,74,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,75,0,92,,0,55,0,,,P,0,SP,0,42,light,0,,R,48,201
74,S,2002-01-08,74,,50,73,77,overhand,59,79,Anglo,65,clean_shaven,84,Lyman,46,brown,69,,44,66,0,0,True,0,Heilig,47,70,[],,balanced_starter,51,P9819,80,85,,83,86,93,76,90,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,78,0,79,,66,0,55,,,P,0,SP,51,0,medium,42,,R,47,189
62,L,1993-07-04,78,,52,68,82,overhand,51,86,African,55,clean_shaven,75,Tyrone,49,black,75,,49,66,0,0,True,0,Wright,52,78,[],,finesse_starter,51,P9621,56,72,,63,76,83,48,69,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,66,0,69,,0,71,0,,,P,0,SP,0,80,dark,0,,R,40,171
96,L,2004-05-05,56,,65,59,0,overhand,60,37,African,84,goatee,99,Darnell,55,black,74,,51,73,0,0,True,0,Baker,48,77,[],,closer,50,P3009,99,80,,79,0,57,99,99,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,89,0,99,,93,63,85,,CL,P,0,RP,83,60,dark,85,,L,66,166
83,S,1998-12-12,40,,47,64,91,overhand,61,79,Hispanic,54,beard,98,Juan,55,black,74,,49,54,0,0,True,0,Ramirez,54,63,[],,power_starter,46,P7439,93,46,,70,99,91,61,99,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,68,0,77,,0,63,81,,,P,0,SP,0,57,light,68,,R,49,193
70,S,1995-02-06,0,,52,71,91,overhand,52,81,Hispanic,85,clean_shaven,56,Alejandro,57,brown,72,,52,59,0,0,True,0,Mendoza,43,70,[],,balanced_starter,44,P4719,66,0,,70,87,78,83,55,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,64,0,75,,0,57,78,,,P,0,SP,0,62,medium,73,,R,41,241
72,S,2004-01-08,53,,47,74,0,overhand,55,86,African,51,clean_shaven,75,Rufus,49,black,78,,50,54,0,0,True,0,Carter,52,71,[],,balanced_starter,46,P5095,95,73,,89,0,99,71,95,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,79,0,81,,0,53,92,,,P,0,SP,0,23,light,75,,R,39,205
71,S,2001-01-13,0,,49,62,48,overhand,61,44,African,56,clean_shaven,54,Darnell,47,brown,75,,53,61,0,0,True,0,Robinson,52,59,[],,middle_relief,47,P8515,80,0,,70,53,50,70,69,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,75,0,72,,0,0,0,,,P,0,RP,0,0,dark,0,,R,47,194
70,L,2001-07-08,44,,48,88,0,overhand,57,71,Hispanic,56,clean_shaven,77,Pedro,49,black,72,,53,70,0,0,True,0,Rodriguez,50,77,[],,finesse_starter,61,P4619,84,56,,94,0,85,66,92,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,85,0,88,,0,0,0,,,P,0,SP,0,0,medium,0,,R,48,238
62,L,1998-08-31,78,,52,65,84,overhand,58,76,Hispanic,59,goatee,94,Rafael,58,black,74,,53,58,0,0,True,0,Garcia,52,81,[],,specialist_starter,50,P6883,68,93,,80,96,81,70,99,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,72,0,87,,0,80,0,,,P,0,SP,0,75,medium,0,,L,48,224
68,R,1998-05-29,28,68,51,72,43,overhand,52,74,Anglo,58,clean_shaven,79,Mckinley,30,brown,77,,51,80,0,0,True,0,Huey,46,71,[],31,finesse_starter,64,P9194,79,38,81,80,56,83,63,85,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",44,88,0,77,37,45,26,36,50,,P,0,SP,36,20,light,24,44,R,17,189
79,R,1991-11-24,44,,47,65,41,overhand,61,76,Anglo,55,mustache,78,Demetrius,53,black,72,,49,67,0,0,True,0,Monachino,49,64,[],,power_starter,57,P7783,77,40,,58,33,72,47,70,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,62,0,58,,0,80,36,,,P,0,SP,0,89,medium,38,,R,46,236
63,R,1993-01-22,81,,50,62,0,sidearm,54,67,Anglo,50,clean_shaven,50,Tomas,57,blonde,76,,57,50,0,0,True,0,Samora,43,62,[],,long_relief,53,P9509,57,81,,56,0,63,46,41,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,50,0,55,,0,85,15,,LR,P,0,RP,0,87,light,23,,R,52,168
81,R,1995-01-12,82,,49,66,86,overhand,59,66,Anglo,59,clean_shaven,70,Hassan,49,blonde,69,,49,73,0,0,True,0,Abuhl,51,61,[],,middle_relief,43,P1469,83,87,,71,88,68,58,72,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,72,0,57,,0,48,56,,,P,0,RP,0,53,light,57,,R,44,235
77,R,1996-03-18,23,,54,70,0,overhand,51,47,Anglo,48,clean_shaven,95,Burl,48,red,75,,49,67,0,0,True,0,Gurganus,50,59,[],,middle_relief,43,P3042,82,25,,71,0,49,53,96,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,69,0,63,,0,0,65,,,P,0,RP,0,0,medium,68,,R,41,219
60,R,1995-09-07,33,,50,81,74,sidearm,60,85,Anglo,48,goatee,83,Stephan,50,black,71,,50,74,0,0,True,0,Schegetz,52,79,[],,finesse_starter,65,P3796,61,37,,78,79,90,49,78,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,69,0,74,,0,65,0,,,P,0,SP,0,68,light,0,,R,41,206
69,L,1997-05-20,39,,52,73,0,overhand,57,63,Anglo,47,goatee,82,Delbert,50,brown,76,,47,70,0,0,True,0,Hilson,53,92,[],,specialist_starter,55,P6208,69,41,,78,0,68,46,79,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,73,0,87,,0,0,76,,,P,0,SP,0,0,light,72,,L,66,219
66,L,2003-06-24,0,,46,58,70,overhand,58,80,Anglo,45,clean_shaven,74,Lucien,46,red,69,,45,64,0,0,True,0,Number,52,59,[],,middle_relief,56,P7773,78,0,,72,75,85,57,81,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,79,0,64,,0,0,0,,,P,0,RP,0,0,medium,0,,L,60,222
71,L,1994-03-22,31,,45,71,83,overhand,51,85,Hispanic,55,beard,74,Raul,52,red,68,,50,65,0,0,True,0,Martinez,48,75,[],,finesse_starter,59,P2445,72,34,,75,86,81,55,72,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,64,0,76,,0,38,89,,,P,0,SP,0,41,light,92,,L,47,186
71,L,1994-11-17,0,,46,75,64,overhand,66,85,African,53,mustache,65,Cedric,48,black,73,,49,53,0,0,True,0,Harris,51,78,[],,balanced_starter,47,P9206,70,0,,73,59,86,49,69,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,51,0,81,,62,0,82,,,P,0,SP,63,0,dark,80,,L,52,189
76,S,1999-04-08,56,,50,67,33,overhand,58,81,Anglo,56,mustache,57,Quincy,53,black,72,,46,67,0,0,True,0,Lamirande,49,73,[],,balanced_starter,49,P8908,83,64,,81,41,93,64,62,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,80,0,86,,0,44,0,,,P,0,SP,0,36,light,0,,L,51,248
90,R,1991-07-04,51,,52,55,75,overhand,54,82,Hispanic,56,clean_shaven,54,Luis,48,black,76,,52,55,0,0,True,0,Delgado,45,69,[],,power_starter,60,P5905,83,42,,47,71,81,46,46,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,54,0,63,,0,0,26,,,P,0,SP,0,0,medium,35,,R,53,206
87,L,2006-03-15,32,,49,60,41,overhand,61,90,Hispanic,56,clean_shaven,80,Rafael,49,black,73,,53,46,0,0,True,0,Vasquez,53,72,[],,power_starter,59,P5892,99,57,,70,63,99,75,99,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,70,0,96,,0,91,0,,,P,0,SP,0,79,medium,0,,R,47,246
82,R,1998-11-01,58,,50,67,0,sidearm,58,72,Anglo,53,clean_shaven,73,Harrison,54,black,75,,52,75,0,0,True,0,Leischner,50,69,[],,balanced_starter,53,P9575,95,67,,77,0,87,65,86,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,88,0,76,,0,0,91,,,P,0,SP,0,0,light,78,,R,48,216
78,R,2000-03-22,52,,47,77,54,overhand,55,77,African,57,clean_shaven,45,Percy,47,black,77,,48,73,0,0,True,0,Robinson,52,79,[],,balanced_starter,45,P1744,93,61,,91,66,91,68,52,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,86,0,84,,0,65,54,,,P,0,SP,0,56,medium,48,,R,43,166
61,L,1992-11-08,81,,50,82,66,overhand,54,86,Anglo,54,clean_shaven,43,Roberto,55,blonde,72,,51,72,0,0,True,0,Sanchez,56,89,[],,finesse_starter,55,P3408,60,71,,78,57,77,48,41,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,64,0,86,,0,0,0,,,P,0,SP,0,0,light,0,,R,47,217
72,S,1998-01-19,0,,53,87,0,overhand,51,83,African,64,clean_shaven,43,Leroy,45,black,77,,50,77,0,0,True,0,Young,48,81,[],,finesse_starter,42,P8964,85,0,,99,0,90,73,52,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,85,0,92,,0,0,68,,,P,0,SP,0,0,dark,63,,R,47,174
92,L,2004-02-19,0,,65,68,0,overhand,60,42,African,54,goatee,88,Percy,55,black,74,,52,67,0,0,True,0,Green,43,90,[],,closer,57,P2923,99,0,,88,0,69,78,99,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,90,0,99,,0,99,79,,CL,P,0,RP,0,83,dark,68,,L,49,186
69,S,1999-12-02,38,,48,68,42,overhand,54,77,African,51,clean_shaven,43,Jermaine,52,black,70,,47,72,0,0,True,0,Mitchell,47,78,[],,balanced_starter,57,P9263,83,53,,81,57,85,59,52,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,87,0,93,,0,0,0,,,P,0,SP,0,0,dark,0,,L,58,247
67,L,1995-06-06,80,,50,72,30,overhand,57,89,Hispanic,52,clean_shaven,54,Pedro,47,brown,71,,48,61,0,0,True,0,Vasquez,53,82,[],,finesse_starter,55,P9794,72,80,,71,28,93,51,52,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,62,0,84,,0,0,21,,,P,0,SP,0,0,medium,20,,L,53,222
60,L,1995-03-21,0,,50,66,53,overhand,57,74,Hispanic,53,mustache,93,Luis,56,brown,70,,46,60,0,0,True,0,Torres,50,73,[],,specialist_starter,66,P6176,64,0,,68,56,79,54,98,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,65,0,75,,0,0,0,,,P,0,SP,0,0,dark,0,,R,41,234
88,R,1997-05-15,84,,65,68,68,overhand,61,35,Anglo,62,beard,86,Luther,55,blonde,78,,52,64,0,0,True,58,Weirauch,51,80,[],,closer,42,P1417,89,79,,71,65,34,63,84,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,68,63,81,,0,32,0,,CL,P,0,RP,0,60,light,80,,R,48,188
90,R,1995-02-08,48,,51,61,0,overhand,65,90,African,79,clean_shaven,57,Cedric,49,black,69,,53,70,0,0,True,0,Jackson,53,80,[],,power_starter,56,P2854,88,43,,65,0,86,79,57,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,72,0,75,,0,0,0,,,P,0,SP,0,0,dark,0,,R,34,239
74,S,1998-04-30,92,,49,61,0,overhand,51,23,Anglo,58,beard,47,Federico,47,brown,78,,52,70,0,0,True,0,Fondaw,50,68,[],,middle_relief,52,P8702,81,98,,71,0,29,73,54,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,79,0,82,,42,0,0,,,P,0,RP,28,0,medium,0,,L,53,168
66,R,2001-02-23,68,,52,73,39,sidearm,62,78,African,53,clean_shaven,83,Xavier,44,black,68,,48,63,0,0,True,47,Mitchell,45,67,[],,balanced_starter,48,P3430,80,83,,86,50,84,58,91,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,76,61,82,,0,0,0,,,P,0,SP,0,0,dark,0,,R,44,206
79,R,1999-12-02,50,,53,60,20,overhand,52,60,Anglo,50,clean_shaven,86,Cedrick,51,red,78,,50,72,0,0,True,0,Iler,46,54,[],,middle_relief,53,P5836,94,58,,67,31,73,61,99,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,79,0,61,,0,61,58,,,P,0,RP,0,54,light,49,,R,38,196
90,R,1994-12-16,67,,47,71,45,overhand,53,80,African,82,mustache,42,Xavier,54,black,71,,52,66,0,0,True,0,Jackson,54,68,[],,power_starter,63,P9438,91,67,,74,43,85,85,37,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,65,0,64,,0,34,98,,,P,0,SP,0,29,dark,95,,R,48,209
77,S,1996-10-05,61,,54,71,0,overhand,60,48,Anglo,47,clean_shaven,46,Erich,51,blonde,71,,48,69,0,0,True,0,Yono,53,62,[],,middle_relief,55,P2444,75,60,,72,0,46,51,48,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,73,0,64,,0,0,35,,,P,0,RP,0,0,medium,38,,R,48,245
71,R,1999-12-27,31,,50,65,49,overhand,64,63,Anglo,44,clean_shaven,57,Scotty,54,brown,75,,48,57,0,0,True,0,Desrosiers,47,67,[],,middle_relief,49,P6756,79,43,,73,54,70,58,64,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,62,0,73,,0,99,69,,,P,0,RP,0,95,light,55,,R,44,196
73,L,1989-01-14,35,,53,63,59,overhand,48,94,Hispanic,56,goatee,88,Miguel,48,brown,72,,52,72,0,0,True,79,Vasquez,47,63,[],,power_starter,50,P8948,72,35,,61,54,92,50,82,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,63,75,63,,0,0,79,,,P,0,SP,0,0,medium,86,,R,48,186
90,L,1991-05-19,53,,65,63,0,overhand,42,52,Anglo,53,clean_shaven,85,Franklyn,55,red,68,,52,63,0,0,True,0,Villao,52,74,[],,closer,74,P2988,82,47,,61,0,44,53,46,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,53,0,69,,0,36,89,,CL,P,0,RP,0,60,medium,94,,L,52,213
68,S,2004-09-06,82,,51,80,45,overhand,61,78,Hispanic,61,goatee,66,Roberto,45,black,73,,48,79,0,0,True,0,Garcia,50,77,[],,finesse_starter,48,P4226,88,93,,92,61,99,78,77,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,94,0,94,,0,0,0,,,P,0,SP,0,0,medium,0,,R,50,166
70,L,2000-04-19,35,,46,61,55,overhand,58,72,Anglo,53,goatee,61,Wesley,50,blonde,72,,53,59,0,0,True,0,Comly,49,69,[],,long_relief,45,P8551,83,47,,75,67,79,58,67,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,70,0,83,,0,74,99,,LR,P,0,RP,0,62,light,88,,L,59,250
84,L,2003-05-01,41,,54,70,43,overhand,61,56,African,60,clean_shaven,75,Percy,52,black,75,,45,75,0,0,True,0,Gaines,52,63,[],,setup,45,P9251,91,51,,82,55,70,65,86,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,82,0,71,,0,83,0,,SU,P,0,RP,0,73,dark,0,,L,59,203
69,R,1997-03-24,0,,50,57,0,overhand,57,69,Hispanic,55,clean_shaven,69,Eduardo,52,black,71,,52,67,0,0,True,0,Ramos,46,63,[],,middle_relief,40,P4780,74,0,,61,0,70,55,65,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,64,0,63,,0,25,0,,,P,0,RP,0,27,light,0,,R,46,206
71,R,1993-03-16,0,,45,68,0,overhand,55,73,Anglo,51,beard,45,Darryl,48,brown,73,,50,75,0,0,True,0,Mesrobian,50,80,[],,specialist_starter,54,P8895,66,0,,64,0,68,45,43,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,73,0,72,,0,59,92,,,P,0,SP,0,59,medium,92,,R,48,234
90,L,1995-09-28,24,,56,77,92,overhand,58,68,Anglo,50,goatee,68,Damien,51,brown,73,,49,72,0,0,True,0,Mcelveen,49,77,[],,setup,50,P8984,90,24,,77,97,71,50,65,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,75,0,72,,0,86,0,,SU,P,0,RP,0,89,medium,0,,L,67,204
69,R,1998-12-29,0,,48,61,77,sidearm,61,64,Hispanic,57,mustache,45,Francisco,49,brown,68,,44,64,0,0,True,0,Perez,54,64,[],,balanced_starter,49,P6727,74,0,,75,83,78,65,54,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,75,0,79,,0,0,0,,,P,0,SP,0,0,medium,0,,R,45,186
71,R,1999-05-11,54,,57,69,0,overhand,60,82,Anglo,58,clean_shaven,69,Colin,61,red,77,,48,55,0,0,True,0,Galietti,54,81,[],,balanced_starter,52,P2960,80,64,,74,0,91,69,83,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,65,0,86,,0,34,43,,,P,0,SP,0,26,medium,38,,R,42,214
77,R,1998-02-26,89,,52,69,53,overhand,56,87,Anglo,53,clean_shaven,67,Moises,48,blonde,77,,52,65,0,0,True,0,Mensah,50,85,[],,balanced_starter,54,P4198,89,99,,84,60,93,67,73,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,75,0,95,,0,36,47,,,P,0,SP,0,21,dark,35,,R,42,171
